response_id,survey_date,last_tool_used,age,age_group_self_reported,occupation,employment_status,prior_education,annual_income_usd,income_range_self_reported,favorite_color,region,urbanicity,household_size,daily_task,primary_ai_use_case,last_prompt,ai_feedback_comment,sentiment_label_self_reported,preferred_device,subscription_status,usage_frequency,monthly_ai_budget_usd,trust_level,privacy_concern,decision_stage,info_source,adoption_motivation,likelihood_to_recommend,satisfaction_score,age_group,income_group,high_value_user,likely_to_pay,feedback_sentiment,tool_group,trust_score_num,privacy_score_num
R100061,2026-04-07,ChatGPT/OpenAI,24.0,adult,Engineer,Student,High school,48000.0,$25k-$49k,Black,South,Suburban,,Creating lesson plans,Career planning,Summarize this article in plain English.,I worry about where my personal data goes.,Negative,Smartphone,Free,Monthly,4.0,Moderate,Extreme,Problem recognition,,Be more creative,0.0,1.0,18-24,$40K-$74K,No,No,Negative,ChatGPT/OpenAI,3.0,4.0
R100062,2026-05-11,ChatGPT/OpenAI,24.0,18-24,Marketer,Freelance,Some college,9000.0,<$25k,Red,West,Suburban,2.0,Legal research,Career planning,Suggest questions to ask before buying a used car.,The hallucinations make it dangerous for beginners.,Ugly,Laptop,Free,Weekly,2.0,Moderate,High,Purchase decision,YouTube,Reduce stress,0.0,1.0,18-24,Under $40K,No,No,Ugly,ChatGPT/OpenAI,3.0,3.0
R100063,05/21/2026,Other,46.0,45-54,Content Creator,Self-employed,Master's degree,134000.0,$100k-$149k,Purple,South,Urban,2.0,Presentation design,Health information,Make a study guide for my marketing exam.,I worry about where my personal data goes.,Negative,Desktop,Trial,A few times a week,0.0,Moderate,High,Postpurchase behavior,News article,Have fun,4.0,2.0,45-54,$100K-$149K,No,No,Negative,Other,3.0,3.0
R100064,2026-03-29,ChatGPT/OpenAI,42.0,35-44,Sales Associate,Part-time,Master's degree,68000.0,$75k-$99k,Red,South,Rural,3.0,Coding,Productivity,Suggest questions to ask before buying a used car.,Great for brainstorming when I do not know where to start.,Positive,Smartphone,Free,Rarely,0.0,High,Extreme,Evaluation of alternatives,Social media,Compare options,7.0,4.0,35-44,$40K-$74K,No,No,Positive,ChatGPT/OpenAI,4.0,4.0
R100065,2026-05-26,ChatGPT/OpenAI,46.0,45-54,Marketing Manager,Full-time,Bachelor's degree,136000.0,$100k-$149k,Orange,South,Suburban,1.0,Job applications,Research,Make this spreadsheet easier to understand.,It made me look bad in a meeting because I trusted it.,Negative,Laptop,Free,Daily,0.0,Very high,Extreme,Purchase decision,Social media,Have fun,3.0,2.0,45-54,$100K-$149K,No,No,Negative,ChatGPT/OpenAI,5.0,4.0
R100066,2026-03-13,ChatGPT/OpenAI,25.0,25-34,Construction Manager,Contract,Associate degree,,$25k-$49k,White,Northeast,Urban,1.0,Job applications,Marketing content,Make a study guide for my marketing exam.,The response felt robotic and missed the point.,Negative,Desktop,Free,Rarely,0.0,Very high,Low,Evaluation of alternatives,Ad,Make better decisions,4.0,3.0,25-34,Unknown,No,No,Negative,ChatGPT/OpenAI,5.0,1.0
R100067,2026-05-13,ChatGPT/OpenAI,46.0,45-54,BI Analyst,Full-time,Bachelor's degree,109000.0,$100k-$149k,Gray,,Urban,3.0,Customer service replies,Creative writing,Compare three laptops for a college student under $900.,The answer sounded smart but was totally made up.,Negative,Smartphone,Free,Daily,,Moderate,Low,Postpurchase behavior,Podcast,Be more creative,1.0,2.0,45-54,$100K-$149K,No,No,Negative,ChatGPT/OpenAI,3.0,1.0
R100068,2026-05-08,ChatGPT/OpenAI,59.0,55-64,Marketing Manager,Full-time,Trade/Certificate,104000.0,$100k-$149k,yellow,South,Urban,5.0,Job applications,Personal organization,Help me plan a budget for next month.,"Great assistant, terrible source checker.",Neutral,Laptop,Free,A few times a week,5.0,Moderate,Moderate,Evaluation of alternatives,Ad,curiosity,9.0,4.0,55+,$100K-$149K,No,No,Neutral,ChatGPT/OpenAI,3.0,2.0
R100069,2026-04-26,ChatGPT/OpenAI,49.0,45-54,Operations Coordinator,Full-time,High school,45000.0,$25k-$49k,Blue,West,Urban,4.0,Travel planning,Customer support,Brainstorm TikTok captions for a new product launch.,The tone options are actually really useful.,Positive,Laptop,Free,Multiple times daily,16.0,Moderate,Moderate,Purchase decision,Podcast,,6.0,4.0,45-54,$40K-$74K,No,No,Positive,ChatGPT/OpenAI,3.0,2.0
R100070,Spring 2026,ChatGPT/OpenAI,42.0,35-44,Owner,Full-time,Bachelor's degree,101000.0,$100k-$149k,Red,West,Urban,3.0,Social media captions,Entertainment,Write a polite email asking for more time on a project.,"It helps me start, but I finish the work myself.",Mixed,Laptop,Not sure,Tried once,21.0,Moderate,,Information search,Friend/family,Make better decisions,4.0,,35-44,$100K-$149K,No,No,Mixed,ChatGPT/OpenAI,3.0,
R100071,02/28/2026,ChatGPT/OpenAI,82.0,45-54,Engineer,Student,Doctorate,110000.0,$100k-$149k,Green,Midwest,Suburban,5.0,Legal research,Financial planning,Give me ideas for a weekend trip.,The response felt robotic and missed the point.,Negative,Work computer,Paid individual,Daily,13.0,Very low,Moderate,Postpurchase behavior,Coworker,Automate routine work,0.0,1.0,55+,$100K-$149K,Yes,No,Negative,ChatGPT/OpenAI,1.0,2.0
R100072,2026-04-24,ChatGPT/OpenAI,33.0,65+,K-12 Teacher,Part-time,Bachelor's degree,46000.0,$25k-$49k,Yellow,West,Rural,2.0,Studying,Creative writing,Give me ideas for a weekend trip.,It made my work look more polished.,Positive,Laptop,Free,Weekly,5.0,Moderate,Low,Evaluation of alternatives,Search engine,Be more creative,6.0,4.0,25-34,$40K-$74K,No,No,Positive,ChatGPT/OpenAI,3.0,1.0
R100073,2026-03-19,ChatGPT/OpenAI,32.0,25-34,Freelancer,Student,Bachelor's degree,,$100k-$149k,White,,Urban,2.0,Budget planning,Personal organization,Suggest questions to ask before buying a used car.,It helped me organize my thoughts when I was stuck.,Positive,Smartphone,Free,Weekly,,High,Moderate,Postpurchase behavior,Friend/family,Compare options,8.0,5.0,25-34,Unknown,No,No,Positive,ChatGPT/OpenAI,4.0,2.0
R100074,"Mar 04, 2026",ChatGPT/OpenAI,57.0,35-44,Content Creator,Student,Bachelor's degree,59000.0,$50k-$74k,Pink,Northeast,Suburban,2.0,Legal research,Research,FIND PATTERNS IN THIS SURVEY DATA.,"The tool is impressive, but I still need a human review.",Neutral,Laptop,Free,Daily,15.0,Moderate,Moderate,Information search,Social media,Learn faster,4.0,3.0,55+,$40K-$74K,No,No,Neutral,ChatGPT/OpenAI,3.0,2.0
R100075,2026-04-21,ChatGPT/OpenAI,27.0,25-34,Nonprofit Coordinator,Contract,Bachelor's degree,123000.0,$100k-$149k,Orange,West,Rural,2.0,Budget planning,Productivity,Help me plan a budget for next month.,"Great assistant, terrible source checker.",Mixed,Smartphone,Paid individual,Rarely,1.0,Moderate,Moderate,Information search,YouTube,Compare options,1.0,2.0,25-34,$100K-$149K,No,No,Mixed,ChatGPT/OpenAI,3.0,2.0
R100076,2026-03-07,ChatGPT/OpenAI,50.0,45-54,Nurse,Full-time,Associate degree,97000.0,$75k-$99k,Blue,South,Suburban,5.0,Researching products,Productivity,Summarize this article in plain English.,"I like it for ideas, but privacy still bothers me.",Mixed,Desktop,Not sure,Daily,0.0,High,Moderate,Purchase decision,Coworker,Compare options,8.0,4.0,45-54,$75K-$99K,No,No,Mixed,ChatGPT/OpenAI,4.0,2.0
R100077,05/25/2026,Unknown,28.0,25-34,Freelancer,Full-time,Doctorate,83000.0,$75k-$99k,White,International,Urban,1.0,Budget planning,Shopping decisions,Create a 7-day meal plan for a busy family.,"It is helpful, but I do not trust it for important decisions.",Negative,Desktop,Paid individual,Weekly,18.0,Low,Low,Evaluation of alternatives,Employer,Be more creative,0.0,1.0,25-34,$75K-$99K,No,No,Negative,Unknown,2.0,1.0
R100078,2026-02-01,ChatGPT/OpenAI,31.0,25-34,Nurse,Part-time,Bachelor's degree,79000.0,$50-74k,Yellow,International,Urban,4.0,Job applications,Health information,Make a study guide for my marketing exam.,"Useful for drafts, but I would never send the first version.",Neutral,Shared device,Not sure,Rarely,3.0,Moderate,Moderate,Information search,Professor/teacher,Compare options,4.0,3.0,25-34,$75K-$99K,No,No,Neutral,ChatGPT/OpenAI,3.0,2.0
R100079,2026-04-14,ChatGPT/OpenAI,36.0,35-44,Software Developer,Full-time,Some college,112000.0,$100k-$149k,Yellow,West,Suburban,2.0,Meal planning,Productivity,Translate this message into Spanish but keep it casual.,"It gave me fake citations, which is a big problem.",Negative,Laptop,Not sure,,0.0,Very low,Moderate,Problem recognition,Coworker,save time,0.0,1.0,35-44,$100K-$149K,No,No,Negative,ChatGPT/OpenAI,1.0,2.0
R100080,2026-05-29,ChatGPT/OpenAI,22.0,18-24,Teacher,Full-time,Some college,9000.0,<$25k,yellow,South,Urban,4.0,Scheduling,Coding,Draft a customer service reply to an angry customer.,"It is worth trying, but not worth paying for yet.",Mixed,Tablet,Free,Daily,0.0,Low,Moderate,Postpurchase behavior,Employer,Automate routine work,4.0,3.0,18-24,Under $40K,No,No,Mixed,ChatGPT/OpenAI,2.0,2.0
R100081,2026-05-24,ChatGPT/OpenAI,42.0,35-44,Engineer,Full-time,Some college,123000.0,$100k-$149k,Teal,South,Rural,5.0,Budget planning,Productivity,Write a polite email asking for more time on a project.,I trust it for simple tasks and summaries.,Positive,Laptop,,Multiple times daily,,High,High,Purchase decision,Ad,Reduce stress,8.0,4.0,35-44,$100K-$149K,No,No,Positive,ChatGPT/OpenAI,4.0,3.0
R100082,2026-02-16,ChatGPT/OpenAI,27.0,25-34,Graphic Designer,Full-time,Associate degree,64000.0,$50k-$74k,Pink,West,Urban,1.0,Travel planning,Data analysis,Find patterns in this survey data.,I LIKE HOW FAST IT GIVES ME A FIRST DRAFT.,Positive,Smartphone,Trial,A few times a week,11.0,High,High,Evaluation of alternatives,Professor/teacher,Reduce stress,9.0,5.0,25-34,$40K-$74K,No,No,Positive,ChatGPT/OpenAI,4.0,3.0
R100083,2026-02-11,ChatGPT/OpenAI,18.0,18-24,Data Analyst,Part-time,Bachelor's degree,89000.0,$75k-$99k,red,West,Urban,3.0,Creating lesson plans,Marketing content,  Explain this legal clause like I'm not a lawyer.   ,The output is decent if I ask the question the right way.,Mixed,Laptop,Free,Rarely,1.0,High,Low,Problem recognition,Friend/family,Make better decisions,4.0,3.0,18-24,$75K-$99K,No,No,Mixed,ChatGPT/OpenAI,4.0,1.0
R100084,2026-02-02,ChatGPT/OpenAI,23.0,18-24,HR Specialist,Student,Bachelor's degree,34000.0,$25k-$49k,Orange,South,Urban,6.0,Healthcare admin notes,Career planning,,The response felt robotic and missed the point.,Negative,Smartphone,Paid work/school,Daily,30.0,Low,Moderate,Postpurchase behavior,Podcast,Make better decisions,0.0,1.0,18-24,Under $40K,Yes,No,Negative,ChatGPT/OpenAI,2.0,2.0
R100085,2026-05-01,ChatGPT/OpenAI,46.0,45-54,Researcher,Student,High school,56000.0,$50k-$74k,Blue,Northeast,Urban,3.0,Customer service replies,Productivity,Draft a customer service reply to an angry customer.,It confidently lied and almost caused a serious mistake.,Ugly,Smartphone,Free,Daily,20.0,Very high,Low,Evaluation of alternatives,Social media,Be more creative,10.0,4.0,45-54,$40K-$74K,No,No,Ugly,ChatGPT/OpenAI,5.0,1.0
R100086,2026-04-17,ChatGPT/OpenAI,35.0,35-44,Software Developer,Contract,Master's degree,96000.0,$75k-$99k,White,South,Suburban,2.0,Scheduling,Marketing content,Brainstorm TikTok captions for a new product launch.,It worked fine for a simple task.,Neutral,Laptop,Paid work/school,Multiple times daily,18.0,Moderate,,Postpurchase behavior,YouTube,Reduce stress,8.0,4.0,35-44,$75K-$99K,Yes,No,Neutral,ChatGPT/OpenAI,3.0,
R100087,2026-05-25,ChatGPT/OpenAI,20.0,18-24,Teacher,Contract,Associate degree,48000.0,$25k-$49k,Purple,West,Rural,3.0,Translation ,Education,Find patterns in this survey data.,"I use it every week, but I do not fully trust it.",Mixed,Smartphone,Paid individual,Multiple times daily,16.0,Moderate,Low,Not sure,Friend/family,Compare options,7.0,4.0,18-24,$40K-$74K,Yes,No,Mixed,ChatGPT/OpenAI,3.0,1.0
R100088,2026-03-26,ChatGPT/OpenAI,,35-44,Administrative Assistant,Contract,High school,61000.0,$50k-$74k,Blue,South,Urban,5.0,Writing emails,Creative writing,make a study guide for my marketing exam.,THE OUTPUT IS DECENT IF I ASK THE QUESTION THE RIGHT WAY!!!,Mixed,Smartphone,Paid individual,Multiple times daily,79.0,Moderate,Moderate,Information search,Employer,less stress,5.0,3.0,Unknown,$40K-$74K,Yes,No,Mixed,ChatGPT/OpenAI,3.0,2.0
R100089,2026-04-12,ChatGPT/OpenAI,19.0,18-24,Software Developer,Student,Bachelor's degree,58000.0,$50k-$74k,White,West,Urban,4.0,Social media captions,Shopping decisions,Make my resume sound more confident.,I need more examples before I judge it.,Neutral,Desktop,Paid work/school,Rarely,62.0,Low,High,Purchase decision,Coworker,Improve writing,,2.0,18-24,$40K-$74K,No,No,Neutral,ChatGPT/OpenAI,2.0,3.0
R100090,2026-04-05,ChatGPT/OpenAI,34.0,25-34,Researcher,Self-employed,Associate degree,58000.0,$50k-$74k,Orange,South,Suburban,1.0,Budget planning,Career planning,Explain this legal clause like I'm not a lawyer., Surprisingly helpful; the answer was clear and easy to use. ,Positive,Laptop,Paid individual,Rarely,6.0,Moderate,,Information search,Search engine,Be more creative,9.0,10.0,25-34,$40K-$74K,No,Yes,Positive,ChatGPT/OpenAI,3.0,
R100091,05/07/2026,ChatGPT/OpenAI,43.0,35-44,Retail Manager,Student,Bachelor's degree,96000.0,$75k-$99k,White,South,Rural,1.0,Social media captions,Personal organization,Brainstorm TikTok captions for a new product launch.,It helped me organize my thoughts when I was stuck.,Positive,Work computer,Free,A few times a week,0.0,Moderate,High,Evaluation of alternatives,News article,Save time,,4.0,35-44,$75K-$99K,No,No,Positive,ChatGPT/OpenAI,3.0,3.0
R100092,2026-04-08,ChatGPT/OpenAI,24.0,18-24,Graphic Designer,Unemployed,Bachelor's degree,38000.0,$25k-$49k,Purple,Midwest,Suburban,1.0,Meal planning,Data analysis,Make my resume sound more confident.,The response felt robotic and missed the point.,Negative,Smartphone,Paid work/school,A few times a week,0.0,High,High,Information search,News article,Make better decisions,,3.0,18-24,Under $40K,Yes,No,Negative,ChatGPT/OpenAI,4.0,3.0
R100093,2026-05-16,ChatGPT/OpenAI,55.0,55-64,Content Creator,Full-time,Associate degree,70000.0,$50k-$74k,Green,Northeast,Suburban,1.0,Summarizing articles,Customer support,Brainstorm TikTok captions for a new product launch.,It wrote something that sounded human but had no substance.,Ugly,Laptop,Paid individual,A few times a week,30.0,Very high,High,Postpurchase behavior,Employer,Automate routine work,6.0,3.0,55+,$40K-$74K,Yes,No,Ugly,ChatGPT/OpenAI,5.0,3.0
R100094,07-02-2026,ChatGPT/OpenAI,26.0,25-34,Student,Self-employed,Some college,83000.0,$75k-$99k,Purple,Midwest,Urban,7.0,Studying,Personal organization,Give me ideas for a weekend trip.,The answer looked confident but some facts were wrong.,Negative,Laptop,Free,A few times a week,9.0,Moderate,High,,News article,Be more creative,2.0,2.0,25-34,$75K-$99K,No,No,Negative,ChatGPT/OpenAI,3.0,3.0
R100095,2026-04-19,ChatGPT/OpenAI,34.0,25-34,Instructor,Student,Bachelor's degree,71000.0,$50k-$74k,White,South,Suburban,5.0,Coding,Productivity,Help me plan a budget for next month.,I worry about where my personal data goes.,Negative,Smartphone,Free,Daily,11.0,Very low,Moderate,Problem recognition,YouTube,Have fun,0.0,1.0,25-34,$40K-$74K,No,No,Negative,ChatGPT/OpenAI,1.0,2.0
R100096,04/27/2026,ChatGPT/OpenAI,18.0,18-24,Graphic Designer,Full-time,Bachelor's degree,84000.0,$75k-$99k,orange,South,Suburban,3.0,meal planning,Research,Write a polite email asking for more time on a project.,It saved me an hour and made the task feel manageable.,Positive,Laptop,,A few times a week,4.0,High,,Evaluation of alternatives,Podcast,Reduce stress,8.0,4.0,18-24,$75K-$99K,No,No,Positive,ChatGPT/OpenAI,4.0,
R100097,2026-03-07,ChatGPT/OpenAI,40.0,35-44,Customer Support Rep,Full-time,High school,65000.0,$50k-$74k,Blue,West,Suburban,5.0,Travel planning,Productivity,Can you check if this source is credible?,"I like it for ideas, but privacy still bothers me.",Mixed,Laptop,Paid individual,Daily,14.0,Moderate,Moderate,Purchase decision,Social media,,8.0,4.0,35-44,$40K-$74K,Yes,No,Mixed,ChatGPT/OpenAI,3.0,2.0
R100098,02/04/2026,ChatGPT/OpenAI,50.0,45-54,Consultant,,Bachelor's degree,120000.0,$100k-$149k,White,Midwest,Suburban,,presentation design,Entertainment,Give me ideas for a weekend trip.,"It was okay, nothing special.",Neutral,Desktop,Free,Daily,6.0,High,High,Evaluation of alternatives,Friend/family,Be more creative,5.0,3.0,45-54,$100K-$149K,No,No,Neutral,ChatGPT/OpenAI,4.0,3.0
R100099,03/27/2026,ChatGPT/OpenAI,18.0,18-24,Teacher,Part-time,Doctorate,62000.0,$50k-$74k,Black,South,Suburban,5.0,Scheduling,Customer support,Make a study guide for my marketing exam.,it was too generic and i still had to rewrite everything.,Negative,Smartphone,Free,A few times a week,0.0,High,Low,Information search,Podcast,Save time,2.0,3.0,18-24,$40K-$74K,No,No,Negative,ChatGPT/OpenAI,4.0,1.0
R100100,2026-02-08,ChatGPT/OpenAI,26.0,35-44,Student,Self-employed,Bachelor's degree,109000.0,$100k-$149k,Teal,West,Urban,2.0,Creating lesson plans,Customer support,"What should I cook with chicken, rice, and spinach?",The output is decent if I ask the question the right way.,Positive,Laptop,Paid individual,A few times a week,9.0,Low,Moderate,Not sure,Professor/teacher,Learn faster,10.0,5.0,25-34,$100K-$149K,Yes,No,Positive,ChatGPT/OpenAI,2.0,2.0
R100101,,ChatGPT/OpenAI,28.0,25-34,Teacher,Full-time,Bachelor's degree,55000.0,$50k-$74k,Pink,South,Rural,2.0,Studying,Shopping decisions,Suggest questions to ask before buying a used car.,I need more examples before I judge it.,Neutral,laptop,Trial,Daily,21.0,Moderate,Moderate,Postpurchase behavior,YouTube,save time,5.0,3.0,25-34,$40K-$74K,No,No,Neutral,ChatGPT/OpenAI,3.0,2.0
R100102,2026-04-20,ChatGPT/OpenAI,26.0,25-34,Journalist,Part-time,Associate degree,89000.0,$75k-$99k,mint,South,,2.0,Presentation design,Creative writing,Draft a customer service reply to an angry customer.,IT REFUSED THE SIMPLE THING BUT ANSWERED THE RISKY THING.,Ugly,Smartphone,Free,Daily,12.0,Moderate,High,,Podcast,Have fun,0.0,1.0,25-34,$75K-$99K,No,No,Ugly,ChatGPT/OpenAI,3.0,3.0
R100103,2026-05-18,ChatGPT/OpenAI,55.0,55-64,Physician Assistant,Full-time,Doctorate,121000.0,$100k-$149k,Lavender,West,,1.0,Social media captions,Research,Help me plan a budget for next month.,"Useful for drafts, but I would never send the first version.",Mixed,Laptop,Free,Daily,7.0,Moderate,Moderate,Information search,Search engine,Compare options,7.0,4.0,55+,$100K-$149K,No,No,Mixed,ChatGPT/OpenAI,3.0,2.0
R100104,2026-02-09,ChatGPT/OpenAI,42.0,35-44,Teacher,Full-time,Trade/Certificate,84000.0,$75k-$99k,Black,Northeast,Suburban,3.0,Healthcare admin notes,Entertainment,Brainstorm TikTok captions for a new product launch.,It repeats the same advice over and over.,Negative,Work computer,Free,Daily,7.0,High,High,Evaluation of alternatives,Search engine,Have fun,6.0,3.0,35-44,$75K-$99K,No,No,Negative,ChatGPT/OpenAI,4.0,3.0
R100105,"May 13, 2026",ChatGPT/OpenAI,34.0,25-34,Freelancer,Retired,Bachelor's degree,49000.0,$25k-$49k,teal,South,Suburban,,Legal research,Data analysis,Find patterns in this survey data.,IT MISUNDERSTOOD THE CONTEXT AND WASTED MY TIME.,Negative,Laptop,Free,Multiple times daily,0.0,Moderate,Extreme,Postpurchase behavior,Podcast,Save time,3.0,2.0,25-34,$40K-$74K,No,No,Negative,ChatGPT/OpenAI,3.0,4.0
R100107,04/11/2026,ChatGPT/OpenAI,41.0,35-44,Sales Associate,Full-time,Some college,80000.0,$75k-$99k,pink,South,Urban,2.0,Job applications,Creative writing,Translate this message into Spanish but keep it casual.,It refused the simple thing but answered the risky thing.,Ugly,Desktop,Paid work/school,A few times a week,13.0,Very high,High,Postpurchase behavior,Podcast,Be more creative,2.0,3.0,35-44,$75K-$99K,Yes,No,Ugly,ChatGPT/OpenAI,5.0,3.0
R100108,2026-02-02,ChatGPT/OpenAI,24.0,18-24,Accountant,Full-time,Bachelor's degree,38000.0,$25k-$49k,Green,West,Suburban,3.0,Legal research,Coding,Make my resume sound more confident.,It is becoming part of my daily workflow.,Positive,Laptop,Free,Rarely,12.0,High,Moderate,Evaluation of alternatives,Professor/teacher,Save time,5.0,4.0,18-24,Under $40K,No,No,Positive,ChatGPT/OpenAI,4.0,2.0
